"link" "edicao" "autor" "paginas" "tipo_trabalho" "titulo"
"https://rebep.org.br/revista/issue/view/38" "v. 23 n. 1 (2006)" "Moema Gonçalves Bueno Fígoli" "129-150" "Artigos originais" "Evolução da educação no Brasil: uma análise das taxas entre 1970 e 2000 segundo o grau da última série concluída"
"https://rebep.org.br/revista/issue/view/38" "v. 23 n. 1 (2006)" "Andréa Branco Simão, Paula Miranda-Ribeiro, André Junqueira Caetano, André Junqueira Caetano, Cibele Comini César, Cibele Comini César" "151-166" "Artigos originais" "Comparando as idades à primeira relação sexual, à primeira união e ao nascimento do primeiro filho de duas coortes de mulheres brancas e negras em Belo Horizonte: evidências quantitativas"
"https://rebep.org.br/revista/issue/view/38" "v. 23 n. 1 (2006)" "Cacilda Machado" "167-186" "Artigos originais" "O patriarcalismo possível: relações de poder em uma região do Brasil escravista em que o trabalho familiar era a norma"
"https://rebep.org.br/revista/issue/view/38" "v. 23 n. 1 (2006)" "Bernadette Cunha Waldvogel" "187-190" "Notas de pesquisa" "Pesquisa pioneira recupera casos de Aids no Estado de São Paulo: integração das bases do Sinan-Aids e da Fundação Seade"
"https://rebep.org.br/revista/issue/view/38" "v. 23 n. 1 (2006)" "José Marcos Pinto da Cunha, Sylvain Souchaud, Rosana Baeninger, Roberto Luiz do Carmo" "191-193" "Notas de pesquisa" "Espaços migratórios e problemática ambiental no Mercosul"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Carlos Eugenio de Carvalho Ferreira" "203-204" "Editorial" "Nota do Editor"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Ângela Borges" "205-222" "Artigos originais" "Impactos do desemprego e da precarização sobre famílias metropolitanas"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Lilia Montali" "223-245" "Artigos originais" "Provedoras e co-provedoras: mulheres-cônjuge e mulheres-chefe de família sob a precarização do trabalho e o desemprego"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Anita Kon" "247-267" "Artigos originais" "Mudanças recentes no perfil da distribuição ocupacional da população brasileira"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Elisenda Rentería Pérez, Simone Wajnman, Ana Maria Hermeto Camilo de Oliveira" "269-286" "Artigos originais" "Análise dos determinantes da participação no mercado de trabalho dos idosos em São Paulo"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Enrico Moreira Martignoni, Luiz Marcelo Carvano, Paulo de Martino Jannuzzi" "287-299" "Artigos originais" "Força de trabalho e desemprego na Região Metropolitana do Rio de Janeiro nos anos 1990: o efeito dos fatores demográficos"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Raul Luís Assumpção Bastos" "301-315" "Artigos originais" "Crescimento populacional, ocupação e desemprego dos jovens: a experiência recente da Região Metropolitana de Porto Alegre"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Cláudio Salvadori Dedecca, Eliane Navarro Rosandiski, Carolina Veríssimo Barbieri, Adriana Jungbluth" "317-329" "Artigos originais" "Salário mínimo, benefício previdenciário e as famílias de baixa renda"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Cristina Bruschini" "331-353" "Artigos originais" "Trabalho doméstico: inatividade econômica ou trabalho não-remunerado?"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Eugenia Troncoso Leone, Paulo Baltar" "355-367" "Artigos originais" "Diferenças de rendimento do trabalho de homens e mulheres com educação superior nas metrópoles"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Maria Isabel Baltar da Rocha" "369-374" "Notas de pesquisa" "A discussão política sobre aborto no Brasil: uma síntese"
"https://rebep.org.br/revista/issue/view/39" "v. 23 n. 2 (2006)" "Paula Miranda-Ribeiro" "375-377" "Resenha" "Somos racistas"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Carlos Eugenio de Carvalho Ferreira" "3-4" "Editorial" "Nota do Editor"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Sergio Odilon Nadalin" "5-18" "Artigos originais" "Reconstituir famílias e demarcar diferenças: virtualidades da metodologia para o estudo de grupos étnicos"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Izabel Guimarães Marri, Simone Wajnman" "19-35" "Artigos originais" "Esposas como principais provedoras de renda familiar"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Mirela Castro Santos Camargos, Carla Jorge Machado, Roberto do Nascimento Rodrigues" "37-51" "Artigos originais" "A relação entre renda e morar sozinho para idosos paulistanos – 2000"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Cezar Augusto Cerqueira, Diana Reiko Oya Tutya Sawyer" "53-67" "Artigos originais" "Tipologia dos estabelecimentos escolares brasileiros"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Juliana de Lucena Ruas Riani, Eduardo Luiz Gonçalves Rios-Neto" "69-90" "Artigos originais" "Análise do dividendo demográfico na matrícula escolar no Brasil numa abordagem hierárquica e hierárquica-espacial"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Aloísio Joaquim Freitas Ribeiro, Moema Gonçalves Bueno Figoli, Diana Oya Sawyer, Cibele Comini César" "91-108" "Artigos originais" "Tábuas de mortalidade dos aposentados por invalidez pelo Regime Geral da Previdência Social – 1999-2002"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Paulo de Martino Jannuzzi" "109-137" "Artigos originais" "Cenários futuros e projeções populacionais para pequenas áreas:método e aplicação para distritos paulistanos 2000-2010"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Rafael Perez Ribas" "139-161" "Artigos originais" "A caracterização da pobreza urbana ao longo do tempo: aplicação do modelo idade-períodocoorte na estimação das tendências de privações crônica e transitória no Brasil"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Mariângela Leal Cherchiglia, Augusto Afonso Guerra Júnior, Eli Iola Gurgel Andrade, Carla Jorge Machado, Francisco de Assis Acúrcio, Wagner Meira Júnior, Bruno Diniz de Paula, Odilon Vanni de Queiroz" "163-167" "Notas de pesquisa" "A construção da base de dados nacional em Terapia Renal Substitutiva (TRS) centrada no indivíduo: aplicação do método de linkage determinístico-probabilístico"
"https://rebep.org.br/revista/issue/view/40" "v. 24 n. 1 (2007)" "Aída C.G. Verdugo Lazo" "169-173" "Resenha" "Uma breve síntese do livro pioneiro sobre a transição para a vida adulta no Brasil"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Carlos Eugenio de Carvalho Ferreira" "179-180" "Editorial" "Nota do Editor"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "George Martine" "181-190" "Artigos originais" "O lugar do espaço na equação população/meio ambiente"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Eduardo Marandola Jr., Daniel Joseph Hogan" "191-223" "Artigos originais" "Em direção a uma demografia ambiental? Avaliação e tendências dos estudos de população e ambiente no Brasil"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Alisson Flávio Barbieri" "225-246" "Artigos originais" "Mobilidade populacional, meio ambiente e uso da terra em áreas de fronteira: uma abordagem multiescalar"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Marcia Caldas de Castro, Burton Herbert Singer" "247-262" "Artigos originais" "Meio ambiente e saúde: metodologia para análise espacial da ocorrência de malária em projetos de assentamento"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Álvaro de Oliveira D’Antona, Leah Karin VanWey" "263-275" "Artigos originais" "Estratégia para amostragem da população e da paisagem em pesquisas sobre uso e cobertura da terra"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Ricardo Ojima" "277-300" "Artigos originais" "Dimensões da urbanização dispersa e proposta metodológica para estudos comparativos: uma abordagem socioespacial em aglomerações urbanas brasileiras"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Humberto Prates da Fonseca Alves" "301-316" "Artigos originais" "Desigualdade ambiental no município de São Paulo: análise da exposição diferenciada de grupos sociais a situações de risco ambiental através do uso de metodologias de geoprocessamento"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Heloisa Soares de Moura Costa, Mônica Campolina Diniz Peixoto" "317-336" "Artigos originais" "Dinâmica imobiliária e regulação ambiental: uma discussão a partir do eixo-sul da Região Metropolitana de Belo Horizonte"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Diego Rodrigues Macedo, Antônio Pereira Magalhães Jr" "337-338" "Notas de pesquisa" "Avaliação dos riscos para ocupação urbana: proposição metodológica baseada em geotecnologias"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Glauco José de Matos Umbelino" "339-340" "Notas de pesquisa" "Aplicação do Índice de Qualidade de Vida Humana (IQVH) nas regiões metropolitanas do Brasil"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Paula Miranda-Ribeiro, Andréa Branco Simão, André Junqueira Caetano, Ignez Helena Oliva Perpétuo, Marisa Alves Lacerda, Maria Eponina de Abreu e Torres" "341-344" "Notas de pesquisa" "Acesso à contracepção e ao diagnóstico do câncer de colo uterino em Belo Horizonte: uma contribuição metodológica aos estudos quanti-quali"
"https://rebep.org.br/revista/issue/view/41" "v. 24 n. 2 (2007)" "Ricardo Ojima" "345-347" "Resenha" "As cidades invisíveis: a favela como desafio para urbanização mundial"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Carlos Eugenio de Carvalho Ferreira" "3" "Editorial" "Editorial"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Fausto Brito" "5-26" "Artigos originais" "Transição demográfica e desigualdades sociais no Brasil"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Joice Melo Vieira" "27-48" "Artigos originais" "Transição para a vida adulta no Brasil: análise comparada entre 1970 e 2000"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Maria Eponina de Abreu e Torres, Paula Miranda-Ribeiro, Carla Jorge Machado" "49-69" "Artigos originais" "“Vai lá, tira a roupa... e... pronto...”: o acesso a consultas ginecológicas em Belo Horizonte, MG"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Maria Luiza Andreazza" "71-89" "Artigos originais" "Sobre regimes demográficos restritos: comportamento reprodutivo e cultura familiar entre os ucranianos no meio rural paranaense (1895-1980)"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Maria Carolina Tomás, Ana Maria Hermeto C. de Oliveira, Eduardo Luiz G. Rios-Neto" "91-107" "Artigos originais" "Adiamento do ingresso no mercado de trabalho sob o enfoque demográfico: uma análise das regiões metropolitanas brasileiras"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "André Braz Golgher" "109-129" "Artigos originais" "As cidades e a classe criativa no Brasil: diferenças espaciais na distribuição de indivíduos qualificados nos municípios brasileiros"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Cristiano Stamm, Jefferson Andronio Ramundo Staduto" "131-149" "Artigos originais" "Movimentos pendulares das cidades interioranas de porte médio de Cascavel e Toledo, no Paraná"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Erika Masanet Ripoll" "151-165" "Artigos originais" "O Brasil e a Espanha na dinâmica das migrações internacionais: um breve panorama da situação dos emigrantes brasileiros na Espanha"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Luiz Antonio de Castro Santos, Lina Faria, Ricardo Fernandes de Menezes" "167-190" "Artigos originais" "Contrapontos da história da hanseníase no Brasil: cenários de estigma e confinamento"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Eliane de Freitas Drumond, Carla Jorge Machado" "191-194" "Notas de pesquisa" "Linkage entre registros do Sihsus e Sinasc: possíveis vieses decorrentes do não-pareamento"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Silvana Lopes Nogueira, Júnia Maria Geraldo, Juliana Costa Machado, Rita de Cássia Lanes Ribeiro" "195-198" "Notas de pesquisa" "Distribuição espacial e crescimento da população idosa nas capitais brasileiras de 1980 a 2006: um estudo ecológico"
"https://rebep.org.br/revista/issue/view/42" "v. 25 n. 1 (2008)" "Eduardo Marandola Jr." "199-200" "Resenha" "Novos significados da mobilidade"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Carlos Eugenio de Carvalho Ferreira" "209-210" "Editorial" "Nota do Editor"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Lilia Montali, Marcelo Tavares" "211-231" "Artigos originais" "Família, pobreza e acesso a programas de transferência de renda nas regiões metropolitanas brasileiras"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Eugenia Troncoso Leone, Paulo Baltar" "233-249" "Artigos originais" "A mulher na recuperação recente do mercado de trabalho brasileiro"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Juliana de Lucena Ruas Riani, Eduardo Luiz Gonçalves Rios-Neto" "251-269" "Artigos originais" "Background familiar versus perfil escolar do município: qual possui maior impacto no resultado educacional dos alunos brasileiros?"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Sylvain Souchaud, Rosana Baeninger" "271-286" "Artigos originais" "Collas e cambas do outro lado da fronteira: aspectos da distribuição diferenciada da imigração boliviana em Corumbá, Mato Grosso do Sul"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Gabriela Adriana Sala, José Alberto Magno de Carvalho" "287-304" "Artigos originais" "A presença de imigrantes de países do Cone Sul no Brasil: medidas e reflexões"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Dimitri Fazito, Eduardo Luiz Gonçalves Rios-Neto" "305-323" "Artigos originais" "Emigração internacional de brasileiros para os Estados Unidos: as redes sociais e o papel de intermediação nos deslocamentos exercido pelas agências de turismo"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "André Junqueira Caetano" "325-334" "Artigos originais" "Fecundidade abaixo da reposição, população estacionária por migração e efeitos sobre a estrutura etária"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Doris Cardona, Enrique Peláez, Tirza Aidar, Bruno Ribotta, María Franci Alvarez" "335-352" "Artigos originais" "Mortalidade por causas externas em três cidades latino-americanas: Córdoba (Argentina), Campinas (Brasil) e Medellín (Colômbia), 1980-2005"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Vanessa dos Reis de Souza, Suzana Cavenaghi, José Eustáquio Diniz Alves, Mônica de Avelar Figueiredo Mafra Magalhães" "353-364" "Artigos originais" "Análise espacial dos acidentes de trânsito com vítimas fatais: comparação entre o local de residência e de ocorrência do acidente no Rio de Janeiro"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Ana Paula Franco Viegas-Pereira, Roberto Nascimento Rodrigues, Carla Jorge Machado" "365-376" "Artigos originais" "Fatores associados à prevalência de diabetes auto-referido entre idosos de Minas Gerais"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Heloisa Pagliaro, Carmen Junqueira, Luciana Garrido dos Santos Mendaña, Sofia Beatriz Mendonça, Roberto Geraldo Baruzzi" "377-388" "Artigos originais" "Dinâmica Demográfica dos Kamaiurá, povo Tupi do Parque Indígena do Xingu, Mato Grosso, Brasil, 1970-1999"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Maria Stella Ferreira Levy" "389-399" "Ponto de Vista" "Perspectivas do crescimento das populações indígenas e os direitos constitucionais"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Marcos Roberto Gonzaga, Bernardo Lanza Queiroz, Carla Jorge Machado" "401-404" "Notas de pesquisa" "Medindo o processo de compressão da mortalidade no Brasil: uma apresentação dos indicadores"
"https://rebep.org.br/revista/issue/view/43" "v. 25 n. 2 (2008)" "Eduardo Marandola Jr." "405-406" "Resenha" "A sociedade (e as pessoas) em movimento"
